Target_Genre,Mapped_Anchor_Genre,B2B_Platform_Category,Suno_Style_Prompt,Negative_Prompt,Suggested_Album_Title
neo metal,Industrial Metal / Neue Deutsche Härte (인더스트리얼 메탈),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"neo metal, 90-110 bpm, chugging machine guitar riffs, heavy electronic sequencers, harsh industrial metallic percussions, pounding 4/4 electronic kicks, vintage hardware synths","no cheerful major scale pop melodies, no digital trap triplet hi-hat rolls, no smooth commercial pop vocal harmonies, no loose acoustic blues guitar, no rapid progressive metal sweeping solos",The Sound of neo metal - 감성 브이로그
underground amapiano,Amapiano / South African Deep House (아마피아노),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"underground amapiano, 110-115 bpm, heavy log drum, jazzy piano chords, shaker loops, deep basslines, airy synth pads, tribal percussion","no fast electronic 4/4 edm festival kicks, no rapid trap triplet hi-hat rolls, no heavy metal high-gain guitar distortion, no sharp digital supersaw leads, no aggressive shouting metal growls",The Sound of underground amapiano - 호텔 라운지
marimba orquesta,Baroque Pop / Chamber Pop (바로크 팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"marimba orquesta, 70-100 bpm, harpsichord, grand orchestral strings, woodwinds, acoustic piano, timpanis, subtle electric bass guitar","no modern electronic synth leads, no artificial trap drum machine loops, no aggressive high-gain metal riffs, no digital autotune vocal shifting, no generic electro-house drops",The Sound of marimba orquesta - 호텔 라운지
cyber metal,Industrial Metal / Neue Deutsche Härte (인더스트리얼 메탈),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"cyber metal, 90-110 bpm, chugging machine guitar riffs, heavy electronic sequencers, harsh industrial metallic percussions, pounding 4/4 electronic kicks, vintage hardware synths","no cheerful major scale pop melodies, no digital trap triplet hi-hat rolls, no smooth commercial pop vocal harmonies, no loose acoustic blues guitar, no rapid progressive metal sweeping solos",The Sound of cyber metal - 감성 브이로그
deep uplifting trance,Psytrance / Psychedelic Trance (사이케델릭 트랜스),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"deep uplifting trance, 138-145 bpm, rolling triplet bassline, acid squelch filters, psychedelic laser fx, hypnotic alien soundscapes, punchy trance kick","no traditional radio pop chord progressions, no slow lo-fi hiphop beats, no generic happy house club kicks, no heavy metal high-gain distortion guitars, no smooth clean pop vocal harmonies",The Sound of deep uplifting trance - 호텔 라운지
dub techno,Industrial Techno / Hard Warehouse Techno (인더스트리얼 테크노),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"dub techno, 135-145 bpm, heavily distorted warehouse kick, metallic percussion clangs, distorted synth loops, screeching feedback drones, raw noise static","no bright major scale pop melodies, no sweet autotuned pop singing, no smooth r&b backing harmonies, no traditional country folk acoustic guitars, no slow hiphop trap drum loops",The Sound of dub techno - 호텔 라운지
neurostep,Brostep / Heavy Dubstep (브로스텝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"neurostep, 140-145 bpm, aggressive growl bass, wobbling sub-bass, heavy metallic snare, robotic laser stabs, cinematic build-up fx","no slow lo-fi hiphop beats, no gentle acoustic folk acoustic guitar, no smooth unpitched r&b harmonies, no traditional country banjo, no classic major scale pop melodies",The Sound of neurostep - 호텔 라운지
pinoy praise,Psytrance / Psychedelic Trance (사이케델릭 트랜스),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"pinoy praise, 138-145 bpm, rolling triplet bassline, acid squelch filters, psychedelic laser fx, hypnotic alien soundscapes, punchy trance kick","no traditional radio pop chord progressions, no slow lo-fi hiphop beats, no generic happy house club kicks, no heavy metal high-gain distortion guitars, no smooth clean pop vocal harmonies",The Sound of pinoy praise - 호텔 라운지
portland punk,Classic Post-Punk / Darkwave Revival (포스트 펑크),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"portland punk, 115-130 bpm, prominent cold basslines, jagged minimalist guitars, rhythmic robotic drums, vintage analog synth drones, sharp hi-hat ticks","no cheerful major scale pop melodies, no heavy metal high-gain distortion speed solos, no digital autotune voice shifting, no modern electronic trap drum loops, no smooth commercial pop harmonies",The Sound of portland punk - 감성 브이로그
new orleans indie,Neo-Classical Ambient / Modern Classical (네오클래식 앰비언트),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"new orleans indie, 50-75 bpm, felt upright piano, warm cinematic string ensemble, minimal sub-bass drones, mechanical piano key clicks, soft ambient synthesizer pads","no rhythmic electronic drum machines, no dynamic trap 808 hi-hat loops, no digital autotune voice shifting, no heavy metal guitar distortion, no generic commercial pop choruses",The Sound of new orleans indie - 호텔 라운지
rare groove,Afro House / Deep Afrotech (아프로 하우스),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"rare groove, 118-124 bpm, organic african percussions, deep warm sub-bass, melodic synth plucks, hypnotic shakers, ambient congas, soft acoustic piano","no heavy industrial techno kicks, no sharp high-pitched supersaw leads, no modern trap 808 hi-hat rolls, no heavy rock metal distortion, no aggressive screaming",The Sound of rare groove - 호텔 라운지
acidcore,Acid House / Second Summer of Love (애시드 하우스),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"acidcore, 118-126 bpm, squelching roland tb-303, roland tr-808/909 drum machine, hypnotic shakers, raw analog hardware stabs, minimalist synths","no modern commercial pop vocal belting, no bright major scale piano chord progressions, no heavy metal guitar distortion solos, no dynamic trap hi-hat rolls, no polished digital edm supersaw leads",The Sound of acidcore - 호텔 라운지
brazilian percussion,Funk Carioca / Brazilian Baile Funk (브라질리언 펑크),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"brazilian percussion, 125-130 bpm, dynamic tamborzão beat, raw mpc drum sampler, minimalist whistle sfx, sub-bass thuds, brass stabs","no slow acoustic folk guitar, no smooth r&b backing harmonies, no clean major scale commercial piano, no progressive edm festival supersaw drops, no dark industrial techno drones",The Sound of brazilian percussion - 호텔 라운지
wu fam,Traditional Spanish Flamenco / Cante Jondo (플라멩코),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"wu fam, 100-140 bpm, passionate flamenco guitar rasgueado, rhythmic handclaps palmas, dramatic foot stamping zapateado, acoustic cajon thuds, castanets accents","no digital electronic drum machines, no heavy metal high-gain distortion guitars, no modern trap 808 sub-bass glides, no bright pop vocal harmonies, no autotuned commercial mumble rap",The Sound of wu fam - 호텔 라운지
gyerekdalok,Hypertechno / TikTok Techno (하이퍼테크노),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"gyerekdalok, 135-145 bpm, heavy distorted techno kick, high-pitched vocal loops, 1990s rave synths, rolling synth bass, sidechained white noise swells","no slow hiphop trap loops, no live acoustic instruments, no natural unpitched vocals, no slow r&b chord progressions, no heavy rock metal guitar distortion",The Sound of gyerekdalok - 호텔 라운지
ghettotech,Classic Detroit Techno (클래식 디트로이트 테크노),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"ghettotech, 125-130 bpm, roland tr-909 kick, roland tr-808, roland tb-303 acid bass, raw analog synthesizer strings, industrial hardware stabs","no modern commercial pop vocal belting, no bright major scale piano chord progressions, no dynamic trap hi-hat rolls, no heavy high-gain metal guitars, no lo-fi bedroom cassette hiss",The Sound of ghettotech - 호텔 라운지
classic azeri pop,Alternative Pop / Dark Pop (얼터너티브 팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"classic azeri pop, 75-105 bpm, minimalist sub-bass, organic foley percussion, clean delayed synth pluck, muted acoustic piano, subtle digital soundscapes","no massive edm supersaw leads, no heavy high-gain rock guitars, no high-tempo happy hardcore, no traditional large orchestral strings, no traditional belt singing",The Sound of classic azeri pop - 호텔 라운지
spiritual hip hop,Lo-Fi Hip Hop / Chillhop Bedroom Beats (로파이 힙합),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"spiritual hip hop, 70-85 bpm, dusty vinyl drum breaks, jazzy acoustic piano chords, warm muted electric bass, vintage cassette tape hiss, continuous vinyl crackle noise, cozy gu...","no fast electronic dance beats, no aggressive shouting rap flows, no rapid triplet trap hi-hat rolls, no heavy metal high-gain guitar distortion, no sharp commercial high-definition vocal belting",The Sound of spiritual hip hop - 호텔 라운지
skramz,Screamo / Skramz / Post-Hardcore (스크리모),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"skramz, 130-160 bpm, dissonant interlocking guitars, erratic frantic drum rolls, melodic bass guitar, sudden chaotic breakdowns, raw guitar feedback","no digital autotune voice shifting, no cheerful pop-punk major scale melodies, no generic radio-friendly clean alternative singing, no electronic trap drum loops, no progressive metal technical speed solos",The Sound of skramz - 감성 브이로그
jazz worship,Afro-Cuban Jazz / Latin Jazz (아프로 큐반 재즈),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"jazz worship, 120-150 bpm, syncopated piano tumbao, driving congas and bongos, cascading brass horn sections, warm acoustic upright bass, timbales, cowbell accents","no modern electronic drum machines, no heavy metal high-gain distortion guitars, no digital trap 808 sub-bass, no autotuned commercial mumble rap, no smooth synthesized pop pads",The Sound of jazz worship - 호텔 라운지
lagu bugis,Traditional American Bluegrass / Fast Pickin Country (블루그래스),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"lagu bugis, 130-160 bpm, fast banjo rolling, virtuosic mandolin chops, flatpicking acoustic guitar, upright acoustic bass, rustic fiddle leads","no digital electronic drum machines, no heavy metal high-gain distortion guitars, no digital autotune voice shifting, no synthetic pop pads, no fast electronic 4/4 house kicks",The Sound of lagu bugis - 호텔 라운지
polish black metal,Industrial Metal / Neue Deutsche Härte (인더스트리얼 메탈),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"polish black metal, 90-110 bpm, chugging machine guitar riffs, heavy electronic sequencers, harsh industrial metallic percussions, pounding 4/4 electronic kicks, vintage hardwar...","no cheerful major scale pop melodies, no digital trap triplet hi-hat rolls, no smooth commercial pop vocal harmonies, no loose acoustic blues guitar, no rapid progressive metal sweeping solos",The Sound of polish black metal - 감성 브이로그
melodipop,Alternative Pop / Dark Pop (얼터너티브 팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"melodipop, 75-105 bpm, minimalist sub-bass, organic foley percussion, clean delayed synth pluck, muted acoustic piano, subtle digital soundscapes","no massive edm supersaw leads, no heavy high-gain rock guitars, no high-tempo happy hardcore, no traditional large orchestral strings, no traditional belt singing",The Sound of melodipop - 호텔 라운지
nice indie,Modern K-Indie / Sentimental Rock (모던 케이인디),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"nice indie, 80-105 bpm, warm acoustic guitar, vintage electric guitar, soft acoustic drums, melodic bass guitar, warm nostalgic synth pads","no heavy metal high-gain distortion, no aggressive autotune rap, no electronic trap drum loops, no massive edm drops, no futuristic hyperpop synths",The Sound of nice indie - 호텔 라운지
vienna indie,Modern K-Indie / Sentimental Rock (모던 케이인디),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"vienna indie, 80-105 bpm, warm acoustic guitar, vintage electric guitar, soft acoustic drums, melodic bass guitar, warm nostalgic synth pads","no heavy metal high-gain distortion, no aggressive autotune rap, no electronic trap drum loops, no massive edm drops, no futuristic hyperpop synths",The Sound of vienna indie - 호텔 라운지
